1900708000|Akbar|Basilan|Bangsamoro Autonomous Region In Muslim Mindanao (BARMM)
1900709000|Al-Barka|Basilan|Bangsamoro Autonomous Region In Muslim Mindanao (BARMM)
1900702000|City of Lamitan|Basilan|Bangsamoro Autonomous Region In Muslim Mindanao (BARMM)
1900710000|Hadji Mohammad Ajul|Basilan|Bangsamoro Autonomous Region In Muslim Mindanao (BARMM)
1900712000|Hadji Muhtamad|Basilan|Bangsamoro Autonomous Region In Muslim Mindanao (BARMM)
1900703000|Lantawan|Basilan|Bangsamoro Autonomous Region In Muslim Mindanao (BARMM)
1900704000|Maluso|Basilan|Bangsamoro Autonomous Region In Muslim Mindanao (BARMM)
1900705000|Sumisip|Basilan|Bangsamoro Autonomous Region In Muslim Mindanao (BARMM)
1900713000|Tabuan-Lasa|Basilan|Bangsamoro Autonomous Region In Muslim Mindanao (BARMM)
1900706000|Tipo-Tipo|Basilan|Bangsamoro Autonomous Region In Muslim Mindanao (BARMM)
1900707000|Tuburan|Basilan|Bangsamoro Autonomous Region In Muslim Mindanao (BARMM)
1900711000|Ungkaya Pukan|Basilan|Bangsamoro Autonomous Region In Muslim Mindanao (BARMM)
1903637000|Amai Manabilang|Lanao del Sur|Bangsamoro Autonomous Region In Muslim Mindanao (BARMM)
1903601000|Bacolod-Kalawi|Lanao del Sur|Bangsamoro Autonomous Region In Muslim Mindanao (BARMM)
1903602000|Balabagan|Lanao del Sur|Bangsamoro Autonomous Region In Muslim Mindanao (BARMM)
1903603000|Balindong|Lanao del Sur|Bangsamoro Autonomous Region In Muslim Mindanao (BARMM)
1903604000|Bayang|Lanao del Sur|Bangsamoro Autonomous Region In Muslim Mindanao (BARMM)
1903605000|Binidayan|Lanao del Sur|Bangsamoro Autonomous Region In Muslim Mindanao (BARMM)
1903633000|Buadiposo-Buntong|Lanao del Sur|Bangsamoro Autonomous Region In Muslim Mindanao (BARMM)
1903606000|Bubong|Lanao del Sur|Bangsamoro Autonomous Region In Muslim Mindanao (BARMM)
1903607000|Butig|Lanao del Sur|Bangsamoro Autonomous Region In Muslim Mindanao (BARMM)
1903632000|Calanogas|Lanao del Sur|Bangsamoro Autonomous Region In Muslim Mindanao (BARMM)
1903617000|City of Marawi|Lanao del Sur|Bangsamoro Autonomous Region In Muslim Mindanao (BARMM)
1903624000|Ditsaan-Ramain|Lanao del Sur|Bangsamoro Autonomous Region In Muslim Mindanao (BARMM)
1903609000|Ganassi|Lanao del Sur|Bangsamoro Autonomous Region In Muslim Mindanao (BARMM)
1903610000|Kapai|Lanao del Sur|Bangsamoro Autonomous Region In Muslim Mindanao (BARMM)
1903639000|Kapatagan|Lanao del Sur|Bangsamoro Autonomous Region In Muslim Mindanao (BARMM)
1903611000|Lumba-Bayabao|Lanao del Sur|Bangsamoro Autonomous Region In Muslim Mindanao (BARMM)
1903641000|Lumbaca-Unayan|Lanao del Sur|Bangsamoro Autonomous Region In Muslim Mindanao (BARMM)
1903612000|Lumbatan|Lanao del Sur|Bangsamoro Autonomous Region In Muslim Mindanao (BARMM)
1903636000|Lumbayanague|Lanao del Sur|Bangsamoro Autonomous Region In Muslim Mindanao (BARMM)
1903613000|Madalum|Lanao del Sur|Bangsamoro Autonomous Region In Muslim Mindanao (BARMM)
1903614000|Madamba|Lanao del Sur|Bangsamoro Autonomous Region In Muslim Mindanao (BARMM)
1903634000|Maguing|Lanao del Sur|Bangsamoro Autonomous Region In Muslim Mindanao (BARMM)
1903615000|Malabang|Lanao del Sur|Bangsamoro Autonomous Region In Muslim Mindanao (BARMM)
1903616000|Marantao|Lanao del Sur|Bangsamoro Autonomous Region In Muslim Mindanao (BARMM)
1903631000|Marogong|Lanao del Sur|Bangsamoro Autonomous Region In Muslim Mindanao (BARMM)
1903618000|Masiu|Lanao del Sur|Bangsamoro Autonomous Region In Muslim Mindanao (BARMM)
1903619000|Mulondo|Lanao del Sur|Bangsamoro Autonomous Region In Muslim Mindanao (BARMM)
1903620000|Pagayawan|Lanao del Sur|Bangsamoro Autonomous Region In Muslim Mindanao (BARMM)
1903621000|Piagapo|Lanao del Sur|Bangsamoro Autonomous Region In Muslim Mindanao (BARMM)
1903635000|Picong|Lanao del Sur|Bangsamoro Autonomous Region In Muslim Mindanao (BARMM)
1903622000|Poona Bayabao|Lanao del Sur|Bangsamoro Autonomous Region In Muslim Mindanao (BARMM)
1903623000|Pualas|Lanao del Sur|Bangsamoro Autonomous Region In Muslim Mindanao (BARMM)
1903625000|Saguiaran|Lanao del Sur|Bangsamoro Autonomous Region In Muslim Mindanao (BARMM)
1903640000|Sultan Dumalondong|Lanao del Sur|Bangsamoro Autonomous Region In Muslim Mindanao (BARMM)
1903638000|Tagoloan II|Lanao del Sur|Bangsamoro Autonomous Region In Muslim Mindanao (BARMM)
1903626000|Tamparan|Lanao del Sur|Bangsamoro Autonomous Region In Muslim Mindanao (BARMM)
1903627000|Taraka|Lanao del Sur|Bangsamoro Autonomous Region In Muslim Mindanao (BARMM)
1903628000|Tubaran|Lanao del Sur|Bangsamoro Autonomous Region In Muslim Mindanao (BARMM)
1903629000|Tugaya|Lanao del Sur|Bangsamoro Autonomous Region In Muslim Mindanao (BARMM)
1903630000|Wao|Lanao del Sur|Bangsamoro Autonomous Region In Muslim Mindanao (BARMM)
1908701000|Barira|Maguindanao del Norte|Bangsamoro Autonomous Region In Muslim Mindanao (BARMM)
1908702000|Buldon|Maguindanao del Norte|Bangsamoro Autonomous Region In Muslim Mindanao (BARMM)
1908703000|City of Cotabato|Maguindanao del Norte|Bangsamoro Autonomous Region In Muslim Mindanao (BARMM)
1908704000|Datu Blah T. Sinsuat|Maguindanao del Norte|Bangsamoro Autonomous Region In Muslim Mindanao (BARMM)
1908705000|Datu Odin Sinsuat|Maguindanao del Norte|Bangsamoro Autonomous Region In Muslim Mindanao (BARMM)
1908706000|Kabuntalan|Maguindanao del Norte|Bangsamoro Autonomous Region In Muslim Mindanao (BARMM)
1908707000|Matanog|Maguindanao del Norte|Bangsamoro Autonomous Region In Muslim Mindanao (BARMM)
1908708000|Northern Kabuntalan|Maguindanao del Norte|Bangsamoro Autonomous Region In Muslim Mindanao (BARMM)
1908709000|Parang|Maguindanao del Norte|Bangsamoro Autonomous Region In Muslim Mindanao (BARMM)
1908710000|Sultan Kudarat|Maguindanao del Norte|Bangsamoro Autonomous Region In Muslim Mindanao (BARMM)
1908711000|Sultan Mastura|Maguindanao del Norte|Bangsamoro Autonomous Region In Muslim Mindanao (BARMM)
1908712000|Talitay|Maguindanao del Norte|Bangsamoro Autonomous Region In Muslim Mindanao (BARMM)
1908713000|Upi|Maguindanao del Norte|Bangsamoro Autonomous Region In Muslim Mindanao (BARMM)
1908801000|Ampatuan|Maguindanao del Sur|Bangsamoro Autonomous Region In Muslim Mindanao (BARMM)
1908802000|Buluan|Maguindanao del Sur|Bangsamoro Autonomous Region In Muslim Mindanao (BARMM)
1908803000|Datu Abdullah Sangki|Maguindanao del Sur|Bangsamoro Autonomous Region In Muslim Mindanao (BARMM)
1908804000|Datu Anggal Midtimbang|Maguindanao del Sur|Bangsamoro Autonomous Region In Muslim Mindanao (BARMM)
1908805000|Datu Hoffer Ampatuan|Maguindanao del Sur|Bangsamoro Autonomous Region In Muslim Mindanao (BARMM)
1908806000|Datu Paglas|Maguindanao del Sur|Bangsamoro Autonomous Region In Muslim Mindanao (BARMM)
1908807000|Datu Piang|Maguindanao del Sur|Bangsamoro Autonomous Region In Muslim Mindanao (BARMM)
1908808000|Datu Salibo|Maguindanao del Sur|Bangsamoro Autonomous Region In Muslim Mindanao (BARMM)
1908809000|Datu Saudi Ampatuan|Maguindanao del Sur|Bangsamoro Autonomous Region In Muslim Mindanao (BARMM)
1908810000|Datu Unsay|Maguindanao del Sur|Bangsamoro Autonomous Region In Muslim Mindanao (BARMM)
1908811000|Gen. S.K. Pendatun|Maguindanao del Sur|Bangsamoro Autonomous Region In Muslim Mindanao (BARMM)
1908812000|Guindulungan|Maguindanao del Sur|Bangsamoro Autonomous Region In Muslim Mindanao (BARMM)
1908813000|Mamasapano|Maguindanao del Sur|Bangsamoro Autonomous Region In Muslim Mindanao (BARMM)
1908814000|Mangudadatu|Maguindanao del Sur|Bangsamoro Autonomous Region In Muslim Mindanao (BARMM)
1908815000|Pagagawan|Maguindanao del Sur|Bangsamoro Autonomous Region In Muslim Mindanao (BARMM)
1908816000|Pagalungan|Maguindanao del Sur|Bangsamoro Autonomous Region In Muslim Mindanao (BARMM)
1908817000|Paglat|Maguindanao del Sur|Bangsamoro Autonomous Region In Muslim Mindanao (BARMM)
1908818000|Pandag|Maguindanao del Sur|Bangsamoro Autonomous Region In Muslim Mindanao (BARMM)
1908819000|Rajah Buayan|Maguindanao del Sur|Bangsamoro Autonomous Region In Muslim Mindanao (BARMM)
1908820000|Shariff Aguak|Maguindanao del Sur|Bangsamoro Autonomous Region In Muslim Mindanao (BARMM)
1908821000|Shariff Saydona Mustapha|Maguindanao del Sur|Bangsamoro Autonomous Region In Muslim Mindanao (BARMM)
1908822000|South Upi|Maguindanao del Sur|Bangsamoro Autonomous Region In Muslim Mindanao (BARMM)
1908823000|Sultan Sa Barongis|Maguindanao del Sur|Bangsamoro Autonomous Region In Muslim Mindanao (BARMM)
1908824000|Talayan|Maguindanao del Sur|Bangsamoro Autonomous Region In Muslim Mindanao (BARMM)
1907002000|Bongao|Tawi-Tawi|Bangsamoro Autonomous Region In Muslim Mindanao (BARMM)
1907009000|Languyan|Tawi-Tawi|Bangsamoro Autonomous Region In Muslim Mindanao (BARMM)
1907003000|Mapun|Tawi-Tawi|Bangsamoro Autonomous Region In Muslim Mindanao (BARMM)
1907001000|Panglima Sugala|Tawi-Tawi|Bangsamoro Autonomous Region In Muslim Mindanao (BARMM)
1907010000|Sapa-Sapa|Tawi-Tawi|Bangsamoro Autonomous Region In Muslim Mindanao (BARMM)
1907011000|Sibutu|Tawi-Tawi|Bangsamoro Autonomous Region In Muslim Mindanao (BARMM)
1907004000|Simunul|Tawi-Tawi|Bangsamoro Autonomous Region In Muslim Mindanao (BARMM)
1907005000|Sitangkai|Tawi-Tawi|Bangsamoro Autonomous Region In Muslim Mindanao (BARMM)
1907006000|South Ubian|Tawi-Tawi|Bangsamoro Autonomous Region In Muslim Mindanao (BARMM)
1907007000|Tandubas|Tawi-Tawi|Bangsamoro Autonomous Region In Muslim Mindanao (BARMM)
1907008000|Turtle Islands|Tawi-Tawi|Bangsamoro Autonomous Region In Muslim Mindanao (BARMM)
1400101000|Bangued|Abra|Cordillera Administrative Region (CAR)
1400102000|Boliney|Abra|Cordillera Administrative Region (CAR)
1400103000|Bucay|Abra|Cordillera Administrative Region (CAR)
1400104000|Bucloc|Abra|Cordillera Administrative Region (CAR)
1400105000|Daguioman|Abra|Cordillera Administrative Region (CAR)
1400106000|Danglas|Abra|Cordillera Administrative Region (CAR)
1400107000|Dolores|Abra|Cordillera Administrative Region (CAR)
1400108000|La Paz|Abra|Cordillera Administrative Region (CAR)
1400109000|Lacub|Abra|Cordillera Administrative Region (CAR)
1400110000|Lagangilang|Abra|Cordillera Administrative Region (CAR)
1400111000|Lagayan|Abra|Cordillera Administrative Region (CAR)
1400112000|Langiden|Abra|Cordillera Administrative Region (CAR)
1400113000|Licuan-Baay|Abra|Cordillera Administrative Region (CAR)
1400114000|Luba|Abra|Cordillera Administrative Region (CAR)
1400115000|Malibcong|Abra|Cordillera Administrative Region (CAR)
1400116000|Manabo|Abra|Cordillera Administrative Region (CAR)
1400117000|Peñarrubia|Abra|Cordillera Administrative Region (CAR)
1400118000|Pidigan|Abra|Cordillera Administrative Region (CAR)
1400119000|Pilar|Abra|Cordillera Administrative Region (CAR)
1400120000|Sallapadan|Abra|Cordillera Administrative Region (CAR)
1400121000|San Isidro|Abra|Cordillera Administrative Region (CAR)
